transaction_id,account_id,amount,transaction_type,timestamp,city
TXN00004367,ACC9515,1041.83,withdrawal,2024-03-04 08:29:23,Nepalgunj
TXN00006449,ACC1918,32.93,deposit,2024-03-04 09:39:47,Butwal
TXN00004737,ACC8052,612.92,transfer,2024-03-04 09:57:46,Dharan
TXN00007145,ACC3938,5538.36,payment,2024-03-04 10:49:41,Pokhara
TXN00008764,ACC1155,9488.35,payment,2024-03-04 10:55:06,Dharan
TXN00003524,ACC8892,77523.22,deposit,2024-03-04 12:19:48,Hetauda
TXN00007495,ACC6925,,transfer,2024-03-04 15:36:34,Butwal
TXN00009303,ACC2946,8679.28,deposit,2024-03-04 15:43:36,Biratnagar
TXN00003380,ACC8133,694.68,deposit,2024-03-04 16:49:58,Dharan
TXN00009112,ACC9984,8778.28,deposit,2024-03-04 18:15:37,Pokhara
TXN00007240,ACC1797,405.91,transfer,2024-03-04 18:15:39,Janakpur
TXN00000731,ACC7232,4410.27,deposit,2024-03-04 18:25:14,Lalitpur
TXN00002856,ACC4949,1068.07,payment,2024-03-04 18:48:39,Butwal
TXN00007543,ACC7580,14615.62,deposit,2024-03-04 19:09:52,Hetauda
TXN00007827,ACC1684,2650.05,transfer,2024-03-04 20:37:45,Biratnagar
TXN00007585,ACC6582,11215.72,payment,2024-03-04 23:07:58,Nepalgunj
TXN00007958,ACC2340,223740.53,deposit,2024-03-04 23:25:12,Butwal
TXN00002959,ACC1579,28889.7,transfer,2024-03-05 00:13:07,Nepalgunj
TXN00008904,ACC8467,4107.37,deposit,2024-03-05 00:55:38,Kathmandu
TXN00008950,ACC5981,9133.07,deposit,2024-03-05 03:58:35,Hetauda
TXN00007336,ACC5342,5446.97,transfer,2024-03-05 04:18:34,Butwal
TXN00003407,ACC5327,11662.56,payment,2024-03-05 05:05:59,Bhaktapur
TXN00002288,ACC9882,1802.49,transfer,2024-03-05 07:26:03,Pokhara
TXN00008775,ACC5355,52452.63,transfer,2024-03-05 07:32:25,Lalitpur
TXN00005135,ACC4339,125.91,deposit,2024-03-05 07:50:05,Butwal
TXN00008279,ACC1493,529.23,payment,2024-03-05 07:54:01,Biratnagar
TXN00000408,ACC6967,2242.26,transfer,2024-03-05 07:59:56,Biratnagar
TXN00008671,ACC5182,28053.62,deposit,2024-03-05 10:43:23,Janakpur
TXN00002832,ACC3017,469.22,payment,2024-03-05 10:43:32,Kathmandu
TXN00000031,ACC6514,894.79,payment,2024-03-05 12:10:25,Dharan
TXN00002998,ACC7718,248.76,payment,2024-03-05 12:18:58,Biratnagar
TXN00002795,ACC4705,2799.29,withdrawal,2024-03-05 13:04:05,Nepalgunj
TXN00003382,ACC3422,32244.32,transfer,2024-03-05 14:49:05,Pokhara
TXN00003944,ACC4342,25.01,withdrawal,2024-03-05 15:30:32,Dharan
TXN00002548,ACC1402,963.38,withdrawal,2024-03-05 16:13:12,Dharan
TXN00008443,ACC3034,1857.39,payment,2024-03-05 17:05:34,Hetauda
TXN00000856,ACC9165,951.95,payment,2024-03-05 17:14:53,Janakpur
TXN00003832,ACC9996,1036.29,payment,2024-03-05 18:04:34,Kathmandu
TXN00005130,ACC1372,3625.16,transfer,2024-03-05 18:15:17,Dharan
TXN00002157,ACC4376,1407.55,withdrawal,2024-03-05 18:25:04,Kathmandu
TXN00006549,ACC2548,6518.62,payment,2024-03-05 19:27:08,Butwal
TXN00008570,ACC1388,95.15,deposit,2024-03-05 19:34:44,Biratnagar
TXN00002175,ACC6224,561.0,deposit,2024-03-05 19:57:10,Hetauda
TXN00008509,ACC4485,897.24,deposit,2024-03-05 20:33:52,Kathmandu
TXN00009974,ACC5250,9972.26,transfer,2024-03-05 20:54:16,Butwal
TXN00000436,ACC8238,3457.11,transfer,2024-03-05 22:52:26,Biratnagar
TXN00000897,ACC8749,2134.02,withdrawal,2024-03-05 23:23:35,Kathmandu
TXN00006083,ACC8187,34289.34,deposit,2024-03-05 23:58:15,Hetauda
TXN00005838,ACC1542,53574.28,transfer,2024-03-06 00:08:38,Lalitpur
TXN00009397,ACC4028,10655.34,transfer,2024-03-06 01:25:39,Hetauda
TXN00008464,ACC8274,327.16,deposit,2024-03-06 05:11:08,Dharan
TXN00002948,ACC9336,7.52,withdrawal,2024-03-06 06:47:59,Butwal
TXN00009598,ACC1729,2765.21,transfer,2024-03-06 09:24:48,Lalitpur
TXN00008346,ACC7373,5795.02,deposit,2024-03-06 09:25:50,Lalitpur
TXN00005261,ACC8763,36500.51,withdrawal,2024-03-06 10:07:25,Janakpur
TXN00005773,ACC8917,12030.18,withdrawal,2024-03-06 10:39:21,Dharan
TXN00008399,ACC7041,11530.07,transfer,2024-03-06 10:55:19,Bhaktapur
TXN00005473,ACC1477,1412.71,withdrawal,2024-03-06 10:56:11,Biratnagar
TXN00002315,ACC5501,11291.99,payment,2024-03-06 13:49:07,Dharan
TXN00004070,ACC3916,24537.84,withdrawal,2024-03-06 14:45:37,Biratnagar
TXN00009292,ACC5667,5843.0,payment,2024-03-06 15:24:18,Janakpur
TXN00006535,ACC3675,756.46,payment,2024-03-06 15:45:17,Janakpur
TXN00004179,ACC2343,112062.88,payment,2024-03-06 16:19:14,Lalitpur
TXN00003137,ACC9614,19992.24,withdrawal,2024-03-06 17:11:04,Lalitpur
TXN00002724,ACC6277,57718.14,payment,2024-03-06 17:34:39,Dharan
TXN00002296,ACC3252,8476.29,deposit,2024-03-06 18:11:02,Lalitpur
TXN00003202,ACC1359,6980.6,withdrawal,2024-03-06 18:19:27,Janakpur
TXN00009614,ACC5699,70.35,withdrawal,2024-03-06 18:38:20,Butwal
TXN00004912,ACC4110,42215.9,transfer,2024-03-06 22:05:37,Biratnagar
TXN00006201,ACC6629,987.8,deposit,2024-03-06 23:43:29,Nepalgunj
TXN00008965,ACC7169,11317.79,transfer,2024-03-06 23:54:11,Biratnagar
TXN00003802,ACC8688,121.44,deposit,2024-03-07 00:38:23,Nepalgunj
TXN00000600,ACC5941,6339.79,transfer,2024-03-07 02:17:57,Nepalgunj
TXN00000852,ACC2858,981.46,deposit,2024-03-07 02:40:57,Hetauda
TXN00000632,ACC4995,63519.4,deposit,2024-03-07 03:40:15,
TXN00004164,ACC5033,75.74,deposit,2024-03-07 04:20:14,Nepalgunj
TXN00000182,ACC2160,536.83,withdrawal,2024-03-07 04:20:35,Janakpur
TXN00006481,ACC7156,11925.51,deposit,2024-03-07 04:46:59,Dharan
TXN00003261,ACC7783,1851.55,withdrawal,2024-03-07 04:56:19,Lalitpur
TXN00006813,ACC6755,558.46,withdrawal,2024-03-07 05:40:07,Butwal
TXN00002804,ACC8826,400.17,transfer,2024-03-07 07:14:42,Butwal
TXN00000872,ACC7798,603.9,withdrawal,2024-03-07 07:16:24,Dharan
TXN00001274,ACC1126,1583.17,deposit,2024-03-07 07:44:34,Biratnagar
TXN00000828,ACC7770,1047.62,withdrawal,2024-03-07 10:06:24,Pokhara
TXN00000523,ACC8814,792.15,payment,2024-03-07 11:08:16,Lalitpur
TXN00005637,ACC2849,192803.31,withdrawal,2024-03-07 13:00:56,Hetauda
TXN00004412,ACC2444,2638.19,payment,2024-03-07 17:04:49,Bhaktapur
TXN00008497,ACC2979,8698.6,transfer,2024-03-07 17:14:28,Hetauda
TXN00008254,ACC6679,383.59,transfer,2024-03-07 17:41:11,Nepalgunj
TXN00005431,ACC8924,755.89,deposit,2024-03-07 19:41:48,Hetauda
TXN00003414,ACC7602,564.46,deposit,2024-03-07 19:47:38,Pokhara
TXN00003916,ACC3173,2480.74,payment,2024-03-07 21:40:44,Nepalgunj
TXN00006369,ACC3430,577.23,transfer,2024-03-07 22:19:57,Bhaktapur
TXN00005789,ACC9834,90.52,deposit,2024-03-07 22:49:07,Bhaktapur
TXN00007936,ACC6292,16304.05,transfer,2024-03-07 23:03:07,Dharan
TXN00004864,ACC9787,200.11,withdrawal,2024-03-07 23:04:14,Dharan
TXN00003160,ACC6856,5576.79,transfer,2024-03-08 00:36:39,Biratnagar
TXN00006854,ACC9142,94.49,transfer,2024-03-08 02:25:33,Lalitpur
TXN00000394,ACC6663,116182.5,deposit,2024-03-08 04:05:58,Bhaktapur
TXN00003169,ACC4594,2457.14,payment,2024-03-08 04:10:50,Kathmandu
TXN00001085,ACC7523,6398.83,deposit,2024-03-08 07:17:29,Biratnagar
TXN00005947,ACC7432,895.83,transfer,2024-03-08 07:49:14,Butwal
TXN00008128,ACC6544,449.0,transfer,2024-03-08 08:21:02,Biratnagar
TXN00008281,ACC3276,1582.31,deposit,2024-03-08 09:32:20,Pokhara
TXN00000203,ACC2612,26006.52,transfer,2024-03-08 11:09:44,Lalitpur
TXN00003086,ACC3290,5541.38,withdrawal,2024-03-08 11:39:46,Butwal
TXN00007779,ACC5882,1890.24,deposit,2024-03-08 13:02:22,Lalitpur
TXN00007509,ACC7811,601.44,payment,2024-03-08 13:27:00,Lalitpur
TXN00001416,ACC1298,19066.35,deposit,2024-03-08 13:46:42,
TXN00001440,ACC3712,12961.72,deposit,2024-03-08 14:25:27,Bhaktapur
TXN00006267,ACC7977,3451.88,deposit,2024-03-08 17:05:21,Lalitpur
TXN00001948,ACC2294,2811.5,payment,2024-03-08 18:24:51,Biratnagar
TXN00001342,ACC2118,2999.17,payment,2024-03-08 18:25:43,Lalitpur
TXN00007409,ACC4799,70.1,deposit,2024-03-08 19:12:56,Kathmandu
TXN00004865,ACC2759,2561.27,withdrawal,2024-03-08 19:44:21,Biratnagar
TXN00000974,ACC5097,808.15,withdrawal,2024-03-08 22:40:23,Pokhara
TXN00007443,ACC4394,3577.2,payment,2024-03-08 23:19:53,Pokhara
TXN00004774,ACC1317,3098.78,transfer,2024-03-09 00:01:13,Nepalgunj
TXN00008526,ACC6314,361.17,transfer,2024-03-09 00:28:11,Lalitpur
TXN00003970,ACC5819,39390.85,deposit,2024-03-09 01:05:05,Janakpur
TXN00006439,ACC2369,8190.04,withdrawal,2024-03-09 01:09:00,Janakpur
TXN00003647,ACC6535,5000.65,deposit,2024-03-09 01:17:45,Hetauda
TXN00004183,ACC4218,548.55,payment,2024-03-09 02:43:43,Kathmandu
TXN00006156,ACC2160,7309.8,payment,2024-03-09 04:02:56,Kathmandu
TXN00000068,ACC3677,22182.65,withdrawal,2024-03-09 06:42:12,Nepalgunj
TXN00006713,ACC4281,52502.67,transfer,2024-03-09 07:02:57,Butwal
TXN00008458,ACC8242,3123.69,payment,2024-03-09 07:54:58,
TXN00002488,ACC4971,2722.15,transfer,2024-03-09 10:15:04,Butwal
TXN00009353,ACC7574,397.67,transfer,2024-03-09 12:09:12,Kathmandu
TXN00004337,ACC3135,107.54,payment,2024-03-09 13:23:46,Biratnagar
TXN00007806,ACC7676,981.84,deposit,2024-03-09 14:19:33,Dharan
TXN00000785,ACC1653,9132.37,payment,2024-03-09 14:27:06,Kathmandu
TXN00002244,ACC5637,130.52,withdrawal,2024-03-09 15:10:15,Bhaktapur
TXN00003992,ACC6285,1161.51,deposit,2024-03-09 16:37:17,Bhaktapur
TXN00000072,ACC4598,64606.68,transfer,2024-03-09 16:46:56,Pokhara
TXN00003104,ACC6432,25367.42,deposit,2024-03-09 16:53:56,Biratnagar
TXN00005806,ACC5981,3918.61,withdrawal,2024-03-09 17:05:28,Janakpur
TXN00006011,ACC8175,2650.65,transfer,2024-03-09 18:17:52,Bhaktapur
TXN00009769,ACC4586,12167.3,transfer,2024-03-09 18:19:10,Hetauda
TXN00006632,ACC2487,7438.51,payment,2024-03-09 18:45:32,Dharan
TXN00003241,ACC6682,3056.42,deposit,2024-03-09 18:48:15,Butwal
TXN00006506,ACC8742,1779.18,withdrawal,2024-03-09 19:57:15,Dharan
TXN00009273,ACC7132,402.62,deposit,2024-03-09 19:57:57,Janakpur
TXN00004839,ACC2850,44431.53,withdrawal,2024-03-09 21:05:59,Biratnagar
TXN00005742,ACC2175,409.46,transfer,2024-03-09 21:35:23,Biratnagar
TXN00004260,ACC9222,504.95,deposit,2024-03-09 21:46:25,Janakpur
TXN00005813,ACC1447,4618.97,withdrawal,2024-03-09 22:20:43,Biratnagar
TXN00000868,ACC9327,5819.17,deposit,2024-03-09 22:33:36,Lalitpur
TXN00008934,ACC7921,414.34,payment,2024-03-09 23:06:03,Nepalgunj
TXN00003906,ACC7762,1565.47,transfer,2024-03-09 23:36:00,Butwal
TXN00005489,ACC1917,718.44,transfer,2024-03-10 02:13:25,Nepalgunj
TXN00007117,ACC2404,99348.55,transfer,2024-03-10 03:03:56,Dharan
TXN00003229,ACC1029,14167.39,transfer,2024-03-10 03:07:04,Dharan
TXN00003019,ACC4792,1209.16,payment,2024-03-10 03:11:45,Nepalgunj
TXN00002440,ACC2387,119.92,withdrawal,2024-03-10 04:09:08,Nepalgunj
TXN00003483,ACC5237,1447.19,payment,2024-03-10 04:34:18,Hetauda
TXN00005970,ACC5365,911.89,withdrawal,2024-03-10 05:47:03,Butwal
TXN00002922,ACC3735,13226.94,deposit,2024-03-10 06:06:42,Pokhara
TXN00002270,ACC4214,2532.48,payment,2024-03-10 06:57:21,Nepalgunj
TXN00003861,ACC9067,1207.25,deposit,2024-03-10 08:52:54,Butwal
TXN00000330,ACC8007,10474.42,payment,2024-03-10 09:23:27,Hetauda
TXN00003628,ACC1293,13739.9,withdrawal,2024-03-10 09:52:02,Butwal
TXN00008478,ACC1238,133.88,transfer,2024-03-10 09:53:23,Hetauda
TXN00001911,ACC4397,95323.34,deposit,2024-03-10 10:23:28,Nepalgunj
TXN00004368,ACC1117,3180.56,payment,2024-03-10 10:29:30,Nepalgunj
TXN00003581,ACC4187,208885.77,transfer,2024-03-10 10:54:19,Pokhara
TXN00008487,ACC7810,6865.0,deposit,2024-03-10 11:41:32,Bhaktapur
TXN00009329,ACC5623,4677.6,transfer,2024-03-10 12:07:32,Kathmandu
TXN00003039,ACC6211,434.65,withdrawal,2024-03-10 12:27:11,Bhaktapur
TXN00002864,ACC7337,11646.01,transfer,2024-03-10 14:30:19,Bhaktapur
TXN00005713,ACC9992,16538.97,deposit,2024-03-10 15:34:39,Janakpur
TXN00003523,ACC2771,432.11,transfer,2024-03-10 17:13:43,Butwal
TXN00001937,ACC5480,4951.67,transfer,2024-03-10 19:53:38,Bhaktapur
TXN00000326,ACC3143,262.86,deposit,2024-03-10 19:55:02,Hetauda
TXN00003511,ACC5128,34256.88,transfer,2024-03-10 20:33:45,Kathmandu
TXN00000453,ACC1757,415.11,transfer,2024-03-10 20:49:44,Hetauda
TXN00002153,ACC1527,3108.12,withdrawal,2024-03-10 20:56:09,Nepalgunj
TXN00002455,ACC5521,11662.15,withdrawal,2024-03-10 22:19:16,Dharan
TXN00006361,ACC6021,17974.68,deposit,2024-03-11 00:39:35,Nepalgunj
TXN00001371,ACC8381,2109.29,withdrawal,2024-03-11 01:12:45,Hetauda
TXN00005835,ACC8944,4309.68,transfer,2024-03-11 01:36:21,Kathmandu
TXN00009131,ACC9625,34238.34,transfer,2024-03-11 02:30:08,Pokhara
TXN00001700,ACC7044,4269.12,transfer,2024-03-11 03:15:11,Lalitpur
TXN00000296,ACC5669,745.59,deposit,2024-03-11 03:34:19,Bhaktapur
TXN00005385,ACC5556,16068.16,payment,2024-03-11 04:35:50,Pokhara
TXN00007323,ACC1266,1198.79,transfer,2024-03-11 06:17:19,Nepalgunj
TXN00008199,ACC2376,245963.38,payment,2024-03-11 08:01:06,Pokhara
TXN00007761,ACC2878,41293.2,deposit,2024-03-11 09:12:59,Biratnagar
TXN00005715,ACC1013,6562.72,payment,2024-03-11 09:15:41,Hetauda
TXN00003743,ACC1158,5672.34,withdrawal,2024-03-11 09:28:10,Kathmandu
TXN00004716,ACC2467,2763.39,withdrawal,2024-03-11 12:30:39,Biratnagar
TXN00004873,ACC1349,247.38,withdrawal,2024-03-11 12:46:17,Janakpur
TXN00004662,ACC1378,1691.83,deposit,2024-03-11 13:19:21,Lalitpur
TXN00005794,ACC1176,3940.23,payment,2024-03-11 14:22:29,Kathmandu
TXN00006492,ACC7254,486.24,deposit,2024-03-11 14:48:45,Janakpur
TXN00005013,ACC5521,3033.79,withdrawal,2024-03-11 17:58:13,Pokhara
TXN00004359,ACC9908,9729.17,payment,2024-03-11 18:02:35,Dharan
TXN00003193,ACC8831,285873.21,deposit,2024-03-11 21:01:56,Butwal
TXN00005098,ACC2843,316.24,withdrawal,2024-03-11 22:04:14,Dharan
TXN00009526,ACC6312,578.96,deposit,2024-03-11 22:07:55,Pokhara
TXN00004383,ACC7511,785.49,transfer,2024-03-11 22:28:27,Lalitpur
TXN00007811,ACC5035,9453.54,deposit,2024-03-11 22:40:49,Hetauda
TXN00004250,ACC5121,2657.03,withdrawal,2024-03-11 22:44:39,Biratnagar
TXN00009849,ACC6554,568.86,withdrawal,2024-03-12 01:11:30,Nepalgunj
TXN00005738,ACC5726,50214.23,deposit,2024-03-12 01:35:12,Biratnagar
TXN00008142,ACC4107,686.55,payment,2024-03-12 02:24:32,Nepalgunj
TXN00006080,ACC3753,43187.86,withdrawal,2024-03-12 05:01:32,Janakpur
TXN00001111,ACC2801,2035.78,transfer,2024-03-12 05:09:09,Nepalgunj
TXN00002223,ACC1844,13205.44,transfer,2024-03-12 05:53:06,Biratnagar
TXN00006857,ACC4507,4035.21,transfer,2024-03-12 10:09:42,Butwal
TXN00003698,ACC2741,5797.69,withdrawal,2024-03-12 10:21:18,Lalitpur
TXN00009108,ACC5425,7303.85,withdrawal,2024-03-12 10:38:56,Dharan
TXN00006170,ACC4276,7164.01,withdrawal,2024-03-12 10:39:39,Kathmandu
TXN00001249,ACC7785,4757.95,payment,2024-03-12 11:24:49,Dharan
TXN00004578,ACC7099,113673.75,transfer,2024-03-12 12:18:34,Hetauda
TXN00001958,ACC3249,1584052.61,withdrawal,2024-03-12 13:23:08,Lalitpur
TXN00009676,ACC7859,58062.99,transfer,2024-03-12 14:20:25,Pokhara
TXN00001809,ACC1379,126.17,payment,2024-03-12 14:58:56,Biratnagar
TXN00006122,ACC6929,4005.85,withdrawal,2024-03-12 15:27:45,Biratnagar
TXN00005749,ACC3248,2876.16,deposit,2024-03-12 16:17:00,Pokhara
TXN00003418,ACC7484,4517.01,payment,2024-03-12 16:32:15,Kathmandu
TXN00004978,ACC7579,3758.03,payment,2024-03-12 16:50:45,Pokhara
TXN00009506,ACC5326,21621.03,deposit,2024-03-12 18:14:18,Nepalgunj
TXN00001268,ACC4460,488.91,deposit,2024-03-12 18:32:02,Lalitpur
TXN00007281,ACC4053,632.75,withdrawal,2024-03-12 18:45:34,Kathmandu
TXN00006709,ACC2060,55520.59,transfer,2024-03-12 19:39:08,Kathmandu
TXN00000840,ACC5719,1943.07,transfer,2024-03-12 21:03:34,Janakpur
TXN00009599,ACC2684,9316.27,transfer,2024-03-12 21:31:45,Nepalgunj
TXN00001487,ACC1872,174.73,transfer,2024-03-12 23:09:42,Pokhara
TXN00007891,ACC7069,4160.02,deposit,2024-03-13 01:04:48,Kathmandu
TXN00006674,ACC9123,3822.16,transfer,2024-03-13 01:40:57,Kathmandu
TXN00003196,ACC4300,69.41,deposit,2024-03-13 02:27:58,Lalitpur
TXN00005980,ACC2148,7884.23,withdrawal,2024-03-13 02:53:58,Nepalgunj
TXN00003735,ACC1646,14564.63,withdrawal,2024-03-13 02:58:30,Pokhara
TXN00007654,ACC8499,7828.92,withdrawal,2024-03-13 02:58:51,Bhaktapur
TXN00000458,ACC7790,375.97,deposit,2024-03-13 04:51:08,Butwal
TXN00008439,ACC1295,2840.52,transfer,2024-03-13 05:49:57,Bhaktapur
TXN00005564,ACC6257,13279.3,transfer,2024-03-13 06:11:11,Janakpur
TXN00006699,ACC7494,311.16,payment,2024-03-13 06:15:01,Nepalgunj
TXN00003337,ACC7052,194.1,payment,2024-03-13 07:08:37,Biratnagar
TXN00005457,ACC6728,847.84,withdrawal,2024-03-13 07:26:11,Bhaktapur
TXN00005053,ACC1674,5903.62,payment,2024-03-13 08:37:21,Butwal
TXN00003301,ACC5346,5867.04,withdrawal,2024-03-13 09:36:42,Bhaktapur
TXN00000257,ACC1931,37564.78,withdrawal,2024-03-13 10:49:12,Biratnagar
TXN00009084,ACC7255,5456.95,transfer,2024-03-13 10:53:18,Butwal
TXN00007878,ACC2270,5733.86,transfer,2024-03-13 13:00:56,Nepalgunj
TXN00008491,ACC6286,37546.01,payment,2024-03-13 13:09:53,Dharan
TXN00000748,ACC1043,658.02,withdrawal,2024-03-13 15:14:37,Nepalgunj
TXN00006727,ACC5569,592.78,payment,2024-03-13 15:24:51,Butwal
TXN00002418,ACC8286,5890.98,deposit,2024-03-13 15:56:37,Butwal
TXN00003330,ACC5341,15827.48,transfer,2024-03-13 16:00:20,Pokhara
TXN00000857,ACC5781,564.13,transfer,2024-03-13 18:10:35,Janakpur
TXN00009867,ACC2541,5671.27,transfer,2024-03-13 18:25:56,Lalitpur
TXN00009632,ACC3917,2453.76,payment,2024-03-13 20:05:32,Hetauda
TXN00000026,ACC7924,3721.36,payment,2024-03-13 21:05:22,Butwal
TXN00002871,ACC1273,833.29,withdrawal,2024-03-13 21:15:08,Bhaktapur
TXN00005030,ACC4562,3068.73,transfer,2024-03-13 21:56:26,Nepalgunj
TXN00000693,ACC6912,343.05,deposit,2024-03-13 23:31:02,Biratnagar
TXN00000727,ACC2940,3092.91,deposit,2024-03-13 23:51:12,Nepalgunj
TXN00003502,ACC1138,850.12,transfer,2024-03-14 00:00:45,Janakpur
TXN00009736,ACC9641,2236.88,deposit,2024-03-14 00:17:36,Biratnagar
TXN00007464,ACC3862,297.86,deposit,2024-03-14 00:56:15,Hetauda
TXN00005938,ACC6450,126.32,transfer,2024-03-14 01:01:20,Nepalgunj
TXN00009427,ACC6618,421.63,payment,2024-03-14 01:02:15,Lalitpur
TXN00007034,ACC6353,417.95,withdrawal,2024-03-14 02:06:18,
TXN00006726,ACC9379,32674.04,transfer,2024-03-14 02:08:14,Janakpur
TXN00005957,ACC5243,2330.24,payment,2024-03-14 02:30:53,Biratnagar
TXN00003237,ACC3304,22356.85,deposit,2024-03-14 02:34:23,Biratnagar
TXN00007623,ACC6919,598.11,transfer,2024-03-14 03:22:24,Butwal
TXN00005868,ACC9690,738.46,withdrawal,2024-03-14 03:27:27,Lalitpur
TXN00008105,ACC4185,294.47,transfer,2024-03-14 03:34:30,Pokhara
TXN00005790,ACC6119,3601.99,transfer,2024-03-14 04:46:49,Kathmandu
TXN00007929,ACC1378,5582.8,withdrawal,2024-03-14 06:30:14,Nepalgunj
TXN00004711,ACC6073,882.98,payment,2024-03-14 08:11:06,Bhaktapur
TXN00003926,ACC5684,1521.16,withdrawal,2024-03-14 08:26:31,Nepalgunj
TXN00008170,ACC7131,2375.15,withdrawal,2024-03-14 08:56:14,Lalitpur
TXN00006143,ACC5118,2883.8,transfer,2024-03-14 09:19:21,Nepalgunj
TXN00009356,ACC4148,7824.91,payment,2024-03-14 12:24:19,Kathmandu
TXN00006720,ACC5472,16641.7,withdrawal,2024-03-14 12:49:43,Kathmandu
TXN00000783,ACC8172,6376.63,transfer,2024-03-14 13:47:54,Pokhara
TXN00006053,ACC2594,1441.93,payment,2024-03-14 14:14:07,Janakpur
TXN00005477,ACC6536,2066.06,deposit,2024-03-14 16:58:07,Nepalgunj
TXN00006877,ACC5913,8973.53,payment,2024-03-14 18:25:32,Dharan
TXN00008115,ACC3855,503.85,deposit,2024-03-14 18:36:42,Bhaktapur
TXN00004268,ACC4465,55.09,withdrawal,2024-03-14 19:03:37,Janakpur
TXN00001495,ACC4678,65135.17,transfer,2024-03-14 20:12:15,Bhaktapur
TXN00009398,ACC5133,1152.57,deposit,2024-03-14 20:16:03,Butwal
TXN00006810,ACC6654,219.28,deposit,2024-03-14 21:35:06,Hetauda
TXN00002394,ACC8381,812.37,deposit,2024-03-14 22:38:39,Butwal
TXN00000986,ACC1359,293.91,transfer,2024-03-15 00:15:57,Nepalgunj
TXN00007373,ACC8139,1357.13,deposit,2024-03-15 02:14:57,Biratnagar
TXN00004645,ACC2296,10664.22,transfer,2024-03-15 03:12:00,Biratnagar
TXN00006315,ACC7031,26974.85,deposit,2024-03-15 03:55:24,Kathmandu
TXN00004792,ACC6601,1339.76,withdrawal,2024-03-15 04:04:23,Nepalgunj
TXN00003036,ACC6161,7286.26,deposit,2024-03-15 04:06:00,Lalitpur
TXN00007647,ACC9020,70.39,withdrawal,2024-03-15 04:18:37,Hetauda
TXN00003219,ACC6198,684.98,transfer,2024-03-15 05:03:04,Hetauda
TXN00000037,ACC6635,4526.6,deposit,2024-03-15 05:43:51,Bhaktapur
TXN00000602,ACC1672,471.38,payment,2024-03-15 05:44:14,Hetauda
TXN00009670,ACC8885,5102.84,deposit,2024-03-15 05:47:10,Butwal
TXN00008090,ACC6431,1051.59,payment,2024-03-15 06:44:01,Lalitpur
TXN00009074,ACC4526,58704.7,deposit,2024-03-15 08:48:11,Kathmandu
TXN00003711,ACC9132,168.71,withdrawal,2024-03-15 10:14:53,Nepalgunj
TXN00008093,ACC7558,2423.76,withdrawal,2024-03-15 12:08:21,Dharan
TXN00004408,ACC2492,1380.38,deposit,2024-03-15 12:40:31,
TXN00006539,ACC7873,1060.79,payment,2024-03-15 13:47:07,Dharan
TXN00005562,ACC6114,2828.43,deposit,2024-03-15 15:47:54,Biratnagar
TXN00008963,ACC2670,4981.9,payment,2024-03-15 15:52:57,Hetauda
TXN00001466,ACC5096,9673.61,withdrawal,2024-03-15 16:19:36,Kathmandu
TXN00009642,ACC2702,6298.86,transfer,2024-03-15 17:58:01,Kathmandu
TXN00007980,ACC6583,96.41,deposit,2024-03-15 19:12:54,Nepalgunj
TXN00006691,ACC4093,7679.36,withdrawal,2024-03-15 19:31:18,Biratnagar
TXN00002894,ACC4329,4586.14,deposit,2024-03-15 19:32:28,Nepalgunj
TXN00000188,ACC9834,2576.9,deposit,2024-03-15 19:43:30,Kathmandu
TXN00000351,ACC3532,5551.45,withdrawal,2024-03-15 21:26:53,Lalitpur
TXN00006606,ACC7960,99.15,deposit,2024-03-15 21:59:25,Lalitpur
TXN00003152,ACC1427,1424.51,deposit,2024-03-15 22:19:49,Dharan
TXN00003961,ACC1212,690.03,transfer,2024-03-15 23:11:04,Kathmandu
TXN00000392,ACC2776,7973.18,deposit,2024-03-15 23:23:45,Pokhara
TXN00005842,ACC3525,272.29,withdrawal,2024-03-16 00:22:43,Pokhara
TXN00007000,ACC6945,6617.86,deposit,2024-03-16 00:35:02,Bhaktapur
TXN00005198,ACC3485,1519.61,deposit,2024-03-16 02:21:04,Pokhara
TXN00009866,ACC9174,2808.67,transfer,2024-03-16 02:47:49,Butwal
TXN00008667,ACC7304,418.2,withdrawal,2024-03-16 03:21:28,Hetauda
TXN00004384,ACC4337,4428.58,deposit,2024-03-16 04:26:27,Nepalgunj
TXN00001669,ACC5264,16014.34,transfer,2024-03-16 04:54:29,Lalitpur
TXN00008750,ACC3721,1602.32,payment,2024-03-16 05:04:54,Biratnagar
TXN00000263,ACC4853,4.56,withdrawal,2024-03-16 06:36:59,Butwal
TXN00000959,ACC4804,9316.43,withdrawal,2024-03-16 06:44:21,Nepalgunj
TXN00000781,ACC9847,4253.09,payment,2024-03-16 07:34:25,Biratnagar
TXN00009377,ACC2803,47.96,transfer,2024-03-16 09:47:58,Nepalgunj
TXN00003124,ACC1567,1456.72,withdrawal,2024-03-16 09:54:39,Kathmandu
TXN00002658,ACC7809,17685.4,transfer,2024-03-16 10:51:31,Lalitpur
TXN00006172,ACC4615,3885.45,deposit,2024-03-16 11:22:17,Lalitpur
TXN00006957,ACC9605,3601.32,deposit,2024-03-16 11:43:55,Butwal
TXN00008747,ACC7697,2443.95,deposit,2024-03-16 12:48:37,Nepalgunj
TXN00006317,ACC4085,311575.77,transfer,2024-03-16 13:49:17,Dharan
